Date,Open,High,Low,Close,Volume
2014-01-02 12:41:00,8610.0,8611.0,8610.0,8611.0, 36
2014-01-02 12:42:00,8611.0,8612.0,8610.0,8610.0, 53
2014-01-02 12:43:00,8610.0,8612.0,8610.0,8610.0, 49
2014-01-02 12:44:00,8610.0,8611.0,8610.0,8610.0, 12
2014-01-02 12:45:00,8610.0,8613.0,8610.0,8612.0, 89
2014-01-02 12:46:00,8613.0,8613.0,8611.0,8611.0, 43
2014-01-02 12:47:00,8611.0,8612.0,8611.0,8611.0, 29
2014-01-02 12:48:00,8611.0,8611.0,8609.0,8609.0, 131
2014-01-02 12:49:00,8609.0,8610.0,8608.0,8609.0, 119
2014-01-02 12:50:00,8609.0,8610.0,8609.0,8609.0, 74
2014-01-02 12:51:00,8609.0,8610.0,8609.0,8609.0, 105
2014-01-02 12:52:00,8609.0,8609.0,8608.0,8609.0, 86
2014-01-02 12:53:00,8608.0,8610.0,8608.0,8609.0, 66
2014-01-02 12:54:00,8610.0,8610.0,8609.0,8609.0, 9
2014-01-02 12:55:00,8610.0,8610.0,8609.0,8609.0, 39
2014-01-02 12:56:00,8610.0,8610.0,8609.0,8610.0, 43
2014-01-02 12:57:00,8610.0,8612.0,8609.0,8611.0, 102
2014-01-02 12:58:00,8611.0,8612.0,8611.0,8611.0, 42
2014-01-02 12:59:00,8612.0,8613.0,8612.0,8613.0, 147
2014-01-02 13:00:00,8613.0,8617.0,8612.0,8615.0, 534
2014-01-02 13:01:00,8615.0,8618.0,8615.0,8617.0, 477
2014-01-02 13:02:00,8617.0,8618.0,8616.0,8618.0, 209
2014-01-02 13:03:00,8617.0,8618.0,8614.0,8615.0, 159
2014-01-02 13:04:00,8615.0,8615.0,8614.0,8615.0, 79
2014-01-02 13:05:00,8615.0,8616.0,8613.0,8614.0, 93
2014-01-02 13:06:00,8613.0,8615.0,8613.0,8613.0, 64
2014-01-02 13:07:00,8613.0,8615.0,8613.0,8613.0, 56
2014-01-02 13:08:00,8613.0,8614.0,8613.0,8613.0, 28
2014-01-02 13:09:00,8614.0,8614.0,8611.0,8612.0, 135
2014-01-02 13:10:00,8612.0,8613.0,8612.0,8612.0, 36
2014-01-02 13:11:00,8612.0,8613.0,8612.0,8612.0, 41
2014-01-02 13:12:00,8612.0,8613.0,8612.0,8613.0, 53
2014-01-02 13:13:00,8612.0,8613.0,8612.0,8612.0, 19
2014-01-02 13:14:00,8613.0,8614.0,8612.0,8614.0, 85
2014-01-02 13:15:00,8613.0,8614.0,8613.0,8614.0, 13
2014-01-02 13:16:00,8614.0,8617.0,8614.0,8616.0, 308
2014-01-02 13:17:00,8616.0,8616.0,8614.0,8615.0, 39
2014-01-02 13:18:00,8615.0,8616.0,8614.0,8616.0, 35
2014-01-02 13:19:00,8616.0,8616.0,8615.0,8615.0, 59
2014-01-02 13:20:00,8616.0,8617.0,8615.0,8616.0, 72
2014-01-02 13:21:00,8616.0,8617.0,8615.0,8615.0, 163
2014-01-02 13:22:00,8615.0,8617.0,8615.0,8616.0, 90
2014-01-02 13:23:00,8615.0,8616.0,8615.0,8615.0, 24
2014-01-02 13:24:00,8615.0,8616.0,8615.0,8616.0, 45
2014-01-02 13:25:00,8617.0,8617.0,8615.0,8616.0, 201
2014-01-02 13:26:00,8616.0,8617.0,8614.0,8615.0, 379
2014-01-02 13:27:00,8614.0,8615.0,8614.0,8615.0, 51
2014-01-02 13:28:00,8615.0,8616.0,8614.0,8615.0, 181
2014-01-02 13:29:00,8615.0,8616.0,8614.0,8614.0, 100
2014-01-02 13:30:00,8615.0,8615.0,8614.0,8614.0, 233
2014-01-02 13:31:00,8615.0,8617.0,8614.0,8616.0, 550
2014-01-02 13:32:00,8616.0,8618.0,8615.0,8616.0, 350
2014-01-02 13:33:00,8617.0,8617.0,8616.0,8616.0, 162
2014-01-02 13:34:00,8616.0,8618.0,8615.0,8618.0, 176
2014-01-02 13:35:00,8618.0,8618.0,8617.0,8617.0, 183
2014-01-02 13:36:00,8617.0,8618.0,8616.0,8617.0, 130
2014-01-02 13:37:00,8616.0,8617.0,8616.0,8617.0, 72
2014-01-02 13:38:00,8616.0,8617.0,8615.0,8615.0, 255
2014-01-02 13:39:00,8616.0,8616.0,8615.0,8615.0, 109
2014-01-02 13:40:00,8616.0,8617.0,8615.0,8616.0, 183
2014-01-02 13:41:00,8617.0,8618.0,8616.0,8616.0, 500
2014-01-02 13:42:00,8617.0,8617.0,8616.0,8617.0, 137
2014-01-02 13:43:00,8616.0,8618.0,8616.0,8616.0, 387
2014-01-02 13:44:00,8617.0,8617.0,8616.0,8616.0, 266
2014-01-02 13:45:00,8617.0,8618.0,8616.0,8618.0, 800
2014-01-03 08:46:00,8595.0,8597.0,8587.0,8589.0, 2189
2014-01-03 08:47:00,8589.0,8595.0,8588.0,8594.0, 810
2014-01-03 08:48:00,8593.0,8595.0,8587.0,8588.0, 812
2014-01-03 08:49:00,8588.0,8588.0,8583.0,8583.0, 761
2014-01-03 08:50:00,8583.0,8584.0,8580.0,8581.0, 742
2014-01-03 08:51:00,8581.0,8584.0,8581.0,8583.0, 405
2014-01-03 08:52:00,8582.0,8584.0,8582.0,8584.0, 197
2014-01-03 08:53:00,8583.0,8585.0,8583.0,8584.0, 263
2014-01-03 08:54:00,8584.0,8586.0,8584.0,8585.0, 304
2014-01-03 08:55:00,8585.0,8585.0,8583.0,8583.0, 136
2014-01-03 08:56:00,8584.0,8584.0,8583.0,8584.0, 102
2014-01-03 08:57:00,8583.0,8584.0,8581.0,8581.0, 363
2014-01-03 08:58:00,8582.0,8582.0,8577.0,8578.0, 595
2014-01-03 08:59:00,8578.0,8581.0,8578.0,8580.0, 268
2014-01-03 09:00:00,8580.0,8581.0,8579.0,8580.0, 179
2014-01-03 09:01:00,8581.0,8583.0,8579.0,8579.0, 610
2014-01-03 09:02:00,8578.0,8579.0,8573.0,8574.0, 896
2014-01-03 09:03:00,8573.0,8574.0,8570.0,8572.0, 857
2014-01-03 09:04:00,8572.0,8576.0,8571.0,8575.0, 448
2014-01-03 09:05:00,8575.0,8580.0,8574.0,8579.0, 481
2014-01-03 09:06:00,8579.0,8580.0,8577.0,8579.0, 227
2014-01-03 09:07:00,8579.0,8581.0,8578.0,8578.0, 255
2014-01-03 09:08:00,8579.0,8581.0,8577.0,8580.0, 200
2014-01-03 09:09:00,8580.0,8582.0,8580.0,8582.0, 142
2014-01-03 09:10:00,8582.0,8582.0,8573.0,8574.0, 762
2014-01-03 09:11:00,8573.0,8580.0,8568.0,8579.0, 1132
2014-01-03 09:12:00,8578.0,8579.0,8575.0,8576.0, 289
2014-01-03 09:13:00,8576.0,8578.0,8575.0,8576.0, 188
2014-01-03 09:14:00,8576.0,8576.0,8566.0,8568.0, 1273
2014-01-03 09:15:00,8568.0,8574.0,8565.0,8571.0, 871
2014-01-03 09:16:00,8571.0,8572.0,8567.0,8569.0, 565
2014-01-03 09:17:00,8569.0,8572.0,8569.0,8571.0, 268
2014-01-03 09:18:00,8571.0,8572.0,8570.0,8571.0, 161
2014-01-03 09:19:00,8571.0,8577.0,8570.0,8576.0, 504
2014-01-03 09:20:00,8576.0,8578.0,8574.0,8576.0, 322
2014-01-03 09:21:00,8577.0,8579.0,8576.0,8577.0, 306
2014-01-03 09:22:00,8577.0,8577.0,8575.0,8577.0, 200
2014-01-03 09:23:00,8577.0,8577.0,8575.0,8576.0, 135
2014-01-03 09:24:00,8576.0,8577.0,8575.0,8576.0, 154
2014-01-03 09:25:00,8575.0,8575.0,8570.0,8572.0, 560
2014-01-03 09:26:00,8572.0,8572.0,8568.0,8571.0, 619
2014-01-03 09:27:00,8571.0,8572.0,8568.0,8570.0, 341
2014-01-03 09:28:00,8569.0,8576.0,8568.0,8575.0, 401
2014-01-03 09:29:00,8574.0,8581.0,8574.0,8581.0, 725
2014-01-03 09:30:00,8581.0,8581.0,8576.0,8577.0, 287
